Education_Level,Income_Category,Card_Category,Months_on_book,amt,latitude,longitude,is_fraud,age,trans_hour,trans_day_of_week,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,business_type_Big Box Retail,business_type_E-commerce,business_type_Electronics,business_type_Food & Beverage,business_type_Gas Station,business_type_Grocery,business_type_Pharmacy/Retail,business_type_Subscription,business_type_Transportation
1,4,0,27,55.24,49.3109,-108.1276,0,48,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4,0,27,152.91,48.4617,-78.5125,0,48,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0
1,4,0,27,107.04,53.5142,-77.7955,0,48,21,6,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4,0,27,69.45,51.3196,-71.5024,0,48,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,4,0,27,16.85,52.5773,-112.798,0,48,13,5,0,0,0,1,1,0,0,0,0,0,0,0,0
5,2,0,27,52.76,51.1605,-120.8554,0,77,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,2,0,27,70.6,50.8066,-84.5508,0,77,19,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5,2,0,27,163.93,48.7295,-88.3206,0,77,22,2,0,1,0,0,0,0,0,0,0,0,1,0,0
5,2,0,27,64.7,46.4035,-103.1834,0,77,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0
5,2,0,27,59.05,43.6096,-88.3687,0,77,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5,2,0,27,44.68,48.8511,-86.2927,0,77,22,6,0,1,0,0,0,0,0,0,1,0,0,0,0
5,2,0,27,15.03,47.2561,-96.1954,0,77,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0
5,2,0,27,9.13,50.4871,-67.091,1,77,20,3,0,1,0,0,0,0,0,0,1,0,0,0,0
1,-1,0,58,99.06,54.9981,-105.9581,0,67,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,-1,0,58,15.0,50.1288,-65.6024,0,67,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0
1,-1,0,58,60.65,50.2604,-97.0374,0,67,11,4,0,1,0,0,0,0,0,0,1,0,0,0,0
1,-1,0,58,190.59,54.936,-81.2213,0,67,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,96,91.85,49.6566,-120.7593,0,65,4,6,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,1,96,19.14,54.4573,-65.5963,0,65,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,1,1,96,103.05,53.2657,-89.3654,0,65,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2,1,1,96,21.74,45.2684,-85.3561,0,65,6,6,0,0,0,1,0,0,1,0,0,0,0,0,0
5,4,0,21,221.21,47.9409,-80.4244,0,55,15,6,0,0,1,0,0,0,0,0,0,0,0,1,0
5,4,0,21,58.97,46.3464,-94.9947,0,55,18,4,0,0,1,0,0,0,0,0,0,0,1,0,0
5,4,0,21,75.43,50.0376,-114.5863,0,55,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0
5,4,0,21,51.69,51.4509,-93.0699,0,55,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0
5,4,0,21,89.21,45.4379,-113.5296,0,55,15,4,0,0,1,0,0,0,0,0,0,1,0,0,0
5,4,0,21,90.58,52.4354,-119.302,0,55,21,5,0,0,1,0,0,0,0,0,0,1,0,0,0
5,4,0,21,49.61,50.1575,-66.4886,0,55,18,3,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1,0,69,27.06,52.8633,-92.3562,0,70,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3,1,0,69,58.46,48.4408,-97.3639,0,70,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0
3,1,0,69,50.05,48.4218,-70.3133,0,70,7,5,0,0,0,1,0,0,0,0,1,0,0,0,0
4,3,0,91,65.53,43.8027,-69.0504,0,49,7,3,0,1,0,0,0,1,0,0,0,0,0,0,0
4,3,0,91,66.73,46.1301,-66.4791,0,49,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0
4,3,0,91,152.68,53.1038,-88.0436,0,49,9,4,0,1,0,0,0,0,1,0,0,0,0,0,0
2,2,1,23,71.38,53.9772,-88.1343,0,71,7,4,0,0,0,1,0,0,0,0,0,1,0,0,0
2,2,1,23,2021.63,48.5132,-62.3768,1,71,21,6,0,0,0,1,0,0,1,0,0,0,0,0,0
2,2,1,23,28.91,49.1632,-93.3636,0,71,7,5,0,0,0,1,0,0,0,0,1,0,0,0,0
2,2,1,23,78.56,49.8543,-66.0922,0,71,16,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2,1,23,80.19,54.0337,-108.6663,0,66,7,3,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2,1,23,112.91,49.5483,-82.4945,0,66,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,23,111.61,48.12,-116.6298,0,66,7,5,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2,1,23,126.3,47.3314,-118.324,0,66,13,5,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,1,23,113.61,48.5501,-121.2125,0,66,18,4,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,0,23,97.07,48.9883,-66.4195,0,20,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,3,0,23,37.03,45.3813,-66.2614,0,20,12,6,1,0,0,0,0,0,0,1,0,0,0,0,0
3,3,0,23,206.73,46.5295,-92.3691,0,20,13,5,1,0,0,0,0,0,0,0,0,0,0,1,0
3,3,0,23,87.6,49.0805,-70.4548,0,20,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0
3,0,0,104,64.31,47.8018,-111.1976,0,47,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,104,202.23,51.0976,-74.9806,0,47,16,6,1,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,104,61.31,53.6496,-121.4983,0,47,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,104,112.71,54.4078,-77.7145,0,47,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0
5,2,0,79,39.41,46.343,-108.7829,0,42,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1
5,2,0,79,149.96,49.9179,-117.0056,0,42,9,4,0,0,1,0,0,0,1,0,0,0,0,0,0
4,4,0,100,89.66,50.8904,-95.7827,0,74,13,3,1,0,0,0,0,0,0,0,0,0,1,0,0
4,4,0,100,43.34,48.0751,-63.8826,0,74,17,1,1,0,0,0,0,0,1,0,0,0,0,0,0
4,4,0,100,20.63,52.1381,-100.4566,0,74,8,3,1,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,110,35.02,48.1235,-94.7183,0,37,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,110,16.02,50.1061,-67.7044,0,37,15,4,0,1,0,0,0,0,0,0,0,1,0,0,0
3,0,0,110,91.73,52.7926,-115.7297,0,37,22,6,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,110,51.06,47.7967,-75.0662,0,37,20,5,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,1,35,198.92,43.3336,-67.8163,0,65,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0
2,0,1,35,41.99,44.9837,-112.6682,0,65,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,1,35,61.62,45.7421,-77.955,0,65,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4,1,110,63.43,45.4053,-80.1579,0,39,19,4,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4,1,110,143.88,43.1141,-70.2918,0,39,22,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1,4,1,110,74.47,50.2639,-96.7689,0,39,23,6,1,0,0,0,0,0,0,0,1,0,0,0,0
1,4,1,110,12.88,48.1525,-116.3347,0,39,20,5,1,0,0,0,0,0,0,0,0,1,0,0,0
1,4,1,110,52.11,43.3471,-95.6231,0,39,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0
5,0,0,70,38.84,46.3693,-86.0459,0,58,21,2,0,0,0,1,0,0,0,0,0,0,0,0,1
5,0,0,70,191.19,52.4374,-69.6705,0,58,20,3,0,0,0,1,0,0,0,1,0,0,0,0,0
5,0,0,70,45.21,52.1889,-99.0769,0,58,9,5,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,70,40.83,54.3415,-95.2098,0,58,10,5,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,1,20,142.83,49.1971,-79.4443,0,36,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,1,20,57.0,47.8816,-76.9292,0,36,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,20,131.26,47.6852,-115.0508,0,36,9,2,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,20,105.94,53.1061,-82.7607,0,36,8,6,0,1,0,0,0,0,1,0,0,0,0,0,0
-1,3,0,27,180.12,43.587,-77.4823,0,23,20,4,0,0,0,1,0,1,0,0,0,0,0,0,0
-1,3,0,27,272.24,47.1319,-121.9318,0,23,19,3,0,0,0,1,0,0,0,0,0,0,1,0,0
-1,3,0,27,120.42,52.6392,-118.5147,0,23,10,2,0,0,0,1,0,0,0,0,0,0,1,0,0
-1,3,0,27,116.35,45.5535,-82.5758,0,23,10,6,0,0,0,1,0,1,0,0,0,0,0,0,0
2,3,0,111,126.7,43.4991,-94.2672,0,69,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0
2,3,0,111,29.04,47.1878,-90.0057,0,69,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,3,0,111,3.8,51.4844,-96.0315,0,69,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,3,0,111,52.66,47.1324,-82.731,0,69,22,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,3,0,111,1779.35,48.8414,-70.8025,1,69,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0
1,4,2,69,11.24,43.2273,-107.2444,0,69,11,5,1,0,0,0,0,1,0,0,0,0,0,0,0
1,4,2,69,93.32,52.4461,-70.1057,0,69,22,5,1,0,0,0,0,0,0,1,0,0,0,0,0
1,4,2,69,199.24,47.6404,-122.9464,0,69,16,4,1,0,0,0,1,0,0,0,0,0,0,0,0
1,4,2,69,32.54,53.4153,-95.214,0,69,20,6,1,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0,29,27.37,44.1247,-120.5586,0,55,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,29,43.05,49.0793,-75.751,0,55,9,4,1,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,29,63.02,46.2096,-115.997,0,55,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0
0,4,0,29,59.58,54.1365,-108.2179,0,55,15,2,1,0,0,0,0,0,0,0,1,0,0,0,0
3,3,1,113,117.08,43.6425,-81.9326,0,63,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0
3,3,1,113,27.25,46.6223,-67.7331,0,63,12,5,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,1,113,81.5,48.2338,-87.925,0,63,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,3,1,113,86.23,44.2706,-79.5112,0,63,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,3,1,113,11.86,50.0181,-97.4487,0,63,9,4,0,0,1,0,0,0,1,0,0,0,0,0,0
3,3,1,113,36.36,46.4082,-78.1253,0,63,10,6,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2,1,16,47.22,54.2106,-109.2291,0,23,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,1,16,97.06,48.3953,-113.2122,0,23,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,16,52.86,47.6984,-121.6464,0,23,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,16,90.93,53.6951,-81.2982,0,23,19,4,0,0,1,0,1,0,0,0,0,0,0,0,0
1,2,1,16,151.18,51.1075,-115.2247,0,23,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,2,1,16,154.64,51.9945,-74.5359,0,23,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2,1,16,62.87,54.9104,-104.9201,0,23,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0
1,2,1,16,88.66,45.288,-80.3397,0,23,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0
0,4,0,28,97.37,50.9353,-115.9369,0,45,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,4,0,28,32.4,45.2592,-103.6194,0,45,6,5,0,0,0,1,0,0,1,0,0,0,0,0,0
0,4,0,28,19.4,43.2043,-74.5585,0,45,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,4,0,28,52.94,49.0552,-99.1065,0,45,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,4,0,28,86.85,49.852,-76.9127,0,45,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,-1,1,30,163.5,44.1508,-115.0386,0,23,10,5,0,0,0,1,0,0,0,0,0,0,0,1,0
2,-1,1,30,72.9,48.3273,-82.5775,0,23,23,6,0,0,0,1,1,0,0,0,0,0,0,0,0
2,-1,1,30,38.98,47.7426,-66.553,0,23,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,-1,1,30,114.3,48.6536,-113.4067,0,23,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1,1,2,50,192.23,45.4949,-95.9581,0,77,17,3,1,0,0,0,0,0,1,0,0,0,0,0,0
-1,1,2,50,10.5,49.6059,-64.5263,0,77,13,3,1,0,0,0,0,0,1,0,0,0,0,0,0
4,3,0,31,140.62,54.673,-95.6034,0,78,18,4,0,0,1,0,0,0,0,0,0,0,1,0,0
4,3,0,31,47.88,52.4513,-74.1528,0,78,18,3,0,0,1,0,0,0,0,0,0,0,0,0,1
4,3,0,31,49.53,44.2244,-102.5743,0,78,7,5,0,0,1,0,0,0,0,0,0,0,0,1,0
4,3,0,31,25.9,46.1058,-109.8038,0,78,15,4,0,0,1,0,0,0,0,0,0,0,1,0,0
4,3,0,31,49.55,46.1581,-104.0267,0,78,10,2,0,0,1,0,0,0,0,0,1,0,0,0,0
4,3,0,31,3.85,43.1808,-102.3071,0,78,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4,3,0,31,95.33,46.277,-82.3133,0,78,12,5,0,0,1,0,0,0,0,0,1,0,0,0,0
4,3,0,31,27.64,46.3498,-70.8926,0,78,21,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-1,2,0,73,16.53,52.8223,-120.7286,0,44,11,5,0,1,0,0,0,0,0,0,0,1,0,0,0
-1,2,0,73,23.87,49.7349,-80.3744,0,44,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-1,2,0,73,114.6,53.893,-99.3569,0,44,16,2,0,1,0,0,0,0,0,1,0,0,0,0,0
-1,2,0,73,99.35,43.918,-64.7017,0,44,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0
-1,2,0,73,80.38,50.7174,-67.1563,0,44,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,17,83.67,43.1714,-70.1803,0,73,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,17,41.92,50.3168,-62.7721,0,73,13,5,0,0,0,1,1,0,0,0,0,0,0,0,0
4,4,0,96,37.84,51.9953,-102.9725,0,74,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,4,0,96,60.03,44.0589,-106.9087,0,74,22,5,0,1,0,0,0,0,0,0,1,0,0,0,0
4,4,0,96,188.85,54.7419,-70.501,0,74,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0
4,4,0,96,89.8,44.4321,-101.2418,0,74,15,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,2,2,29,100.52,53.6455,-87.2618,0,27,12,3,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,29,127.76,47.3004,-77.8941,0,27,12,4,1,0,0,0,0,0,0,0,1,0,0,0,0
2,2,2,29,144.86,52.8216,-72.2204,0,27,15,6,1,0,0,0,0,0,0,0,0,0,0,1,0
2,2,2,29,52.34,46.6629,-66.0075,0,27,12,5,1,0,0,0,0,0,0,0,1,0,0,0,0
2,2,2,29,58.77,53.7071,-76.7878,0,27,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0
5,0,0,14,46.46,43.9367,-85.8704,0,63,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,14,39.12,52.409,-63.9009,0,63,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0
5,0,0,14,82.39,43.1916,-110.104,0,63,10,2,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,83,2.11,45.931,-67.7149,0,32,19,3,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,2,83,143.99,53.8502,-101.8553,0,32,17,5,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,2,83,83.29,50.8872,-111.9561,0,32,23,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,2,83,23.63,51.2241,-98.3695,0,32,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,2,83,17.33,52.4317,-112.622,0,32,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,2,83,33.14,49.1226,-98.476,0,32,9,5,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,0,101,28.74,53.3748,-101.9391,0,54,18,5,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,0,101,100.24,46.1957,-73.608,0,54,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,1,0,101,24.53,52.8655,-76.6565,0,54,7,4,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,0,101,74.07,45.0565,-88.5611,0,54,11,5,0,1,0,0,0,0,0,1,0,0,0,0,0
2,1,0,101,69.85,50.657,-96.1158,0,54,9,2,0,1,0,0,0,0,0,0,0,0,0,1,0
2,4,3,75,111.26,45.1835,-93.1645,0,24,6,5,0,0,0,1,0,0,0,0,0,0,1,0,0
2,4,3,75,35.42,45.694,-75.709,0,24,18,4,0,0,0,1,0,0,0,0,0,0,0,1,0
2,4,3,75,87.34,46.8577,-61.7039,0,24,14,5,0,0,0,1,0,0,0,0,0,1,0,0,0
1,4,1,103,91.81,50.2178,-108.7713,0,43,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,4,1,103,35.25,46.0012,-102.2645,0,43,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
1,4,1,103,98.81,49.1534,-81.9242,0,43,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,4,1,103,130.99,49.5081,-103.1886,0,43,20,6,0,1,0,0,0,0,0,0,0,1,0,0,0
3,4,0,77,177.45,48.0363,-71.1153,0,64,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3,4,0,77,124.23,49.1689,-81.1301,0,64,16,4,1,0,0,0,0,0,1,0,0,0,0,0,0
3,4,0,77,67.1,51.5396,-80.2003,0,64,12,6,1,0,0,0,0,0,0,0,1,0,0,0,0
3,4,0,77,3.53,43.7616,-80.0396,0,64,14,3,1,0,0,0,0,0,0,0,0,0,0,1,0
3,4,0,77,63.02,51.1578,-78.638,0,64,10,3,1,0,0,0,0,1,0,0,0,0,0,0,0
3,4,0,77,32.69,52.69,-96.832,0,64,21,2,1,0,0,0,0,0,1,0,0,0,0,0,0
0,4,0,44,1191.93,49.5513,-79.5231,1,26,7,5,0,1,0,0,0,0,0,0,0,1,0,0,0
0,4,0,44,130.53,54.3417,-76.4,0,26,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0
0,4,0,44,100.31,54.8174,-84.7054,0,26,11,3,0,1,0,0,0,0,1,0,0,0,0,0,0
0,4,0,44,293.37,49.5138,-65.6678,0,26,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0
-1,2,0,74,62.88,51.4598,-120.8911,0,71,21,6,0,1,0,0,0,0,0,0,0,0,0,1,0
-1,2,0,74,87.58,47.954,-65.5336,0,71,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1,2,0,74,30.39,53.1086,-65.9851,0,71,18,5,0,1,0,0,0,0,0,0,0,0,0,0,1
-1,2,0,74,58.67,51.0348,-91.7468,0,71,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1,2,0,74,42.68,54.4035,-68.2409,0,71,22,6,0,1,0,0,0,0,1,0,0,0,0,0,0
0,4,0,116,98.02,48.9059,-89.187,0,41,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,4,0,116,34.88,48.8244,-112.8667,0,41,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,4,0,116,23.26,52.7507,-81.2413,0,41,19,6,0,1,0,0,0,0,0,0,0,0,1,0,0
0,4,0,116,54.99,50.6644,-91.4823,0,41,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0
-1,3,1,106,79.68,46.7274,-94.4892,0,52,17,3,0,0,1,0,0,0,0,0,0,0,1,0,0
-1,3,1,106,35.54,45.989,-108.1256,0,52,11,4,0,0,1,0,0,0,0,1,0,0,0,0,0
-1,3,1,106,140.63,48.3157,-115.0428,0,52,11,4,0,0,1,0,0,1,0,0,0,0,0,0,0
4,4,1,85,152.52,46.3001,-60.4726,0,21,22,4,1,0,0,0,0,0,0,0,0,0,0,1,0
4,0,0,62,124.26,50.6349,-93.7566,0,26,21,3,0,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,62,59.53,54.1079,-87.178,0,26,10,6,0,0,1,0,0,0,0,0,1,0,0,0,0
4,0,0,62,28.84,45.3517,-101.693,0,26,21,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,83,35.56,54.7987,-122.0254,0,61,22,3,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,83,15.65,47.2597,-88.5168,0,61,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,0,83,131.03,44.4679,-110.2568,0,61,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,83,135.32,44.6387,-72.1885,0,61,13,6,0,0,0,1,1,0,0,0,0,0,0,0,0
3,-1,1,61,20.92,54.0085,-89.5391,0,55,9,4,0,0,1,0,0,0,0,1,0,0,0,0,0
3,-1,1,61,116.05,46.1984,-114.0745,0,55,19,5,0,0,1,0,0,0,0,0,0,0,1,0,0
3,-1,1,61,69.35,50.4629,-74.3448,0,55,15,4,0,0,1,0,0,0,0,0,0,0,0,0,1
3,-1,1,61,85.9,54.4047,-96.0079,0,55,21,2,0,0,1,0,1,0,0,0,0,0,0,0,0
3,-1,1,61,220.26,51.3912,-93.394,0,55,4,5,0,0,1,0,0,0,0,0,0,0,1,0,0
3,-1,1,61,87.33,52.9547,-115.8728,0,55,23,3,0,0,1,0,0,0,0,0,0,0,1,0,0
2,-1,1,68,100.26,52.886,-81.2736,0,29,17,3,0,1,0,0,0,0,1,0,0,0,0,0,0
2,-1,1,68,27.22,48.5042,-67.8736,0,29,16,4,0,1,0,0,0,0,0,0,1,0,0,0,0
2,-1,1,68,41.25,44.4813,-96.9783,0,28,17,3,0,1,0,0,0,0,0,0,0,1,0,0,0
2,-1,1,68,59.01,45.5639,-119.0446,0,28,8,5,0,1,0,0,1,0,0,0,0,0,0,0,0
2,-1,1,68,309.41,47.7008,-68.4408,0,28,6,3,0,1,0,0,0,0,0,0,1,0,0,0,0
4,-1,1,62,68.56,45.5924,-67.9197,0,33,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0
4,-1,1,62,8.63,50.7443,-122.638,0,33,14,6,0,1,0,0,0,0,0,1,0,0,0,0,0
4,-1,1,62,21.05,47.5497,-90.2762,0,33,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,-1,1,62,18.45,53.5391,-113.4866,0,33,17,2,0,1,0,0,0,0,0,0,1,0,0,0,0
4,-1,1,62,52.35,49.5411,-117.6969,0,33,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0
4,-1,1,62,144.05,47.1783,-122.192,0,33,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5,1,0,90,43.63,43.523,-115.4021,0,55,23,2,0,0,1,0,0,0,0,0,1,0,0,0,0
5,1,0,90,36.77,43.3846,-105.9789,0,55,21,2,0,0,1,0,0,0,0,0,1,0,0,0,0
2,-1,0,90,163.73,48.8692,-109.6913,0,43,20,4,0,1,0,0,1,0,0,0,0,0,0,0,0
2,-1,0,90,53.5,51.6177,-67.0951,0,43,6,5,0,1,0,0,0,0,0,0,0,0,1,0,0
2,-1,0,90,69.73,44.2048,-106.7514,0,43,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0
2,-1,0,90,37.48,45.0083,-75.3493,0,43,12,6,0,1,0,0,0,0,0,0,1,0,0,0,0
2,-1,0,90,206.73,52.1474,-121.4614,0,43,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,-1,0,90,88.6,48.3555,-85.4361,0,43,19,6,0,1,0,0,0,0,1,0,0,0,0,0,0
2,-1,0,90,20.25,48.4265,-116.2748,0,43,18,6,0,1,0,0,1,0,0,0,0,0,0,0,0
2,-1,0,90,31.29,47.4885,-107.5387,0,43,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0
0,4,1,21,161.24,52.249,-63.5636,0,76,22,4,0,1,0,0,0,0,0,0,1,0,0,0,0
0,4,1,21,13.26,51.049,-100.4628,0,76,8,3,0,1,0,0,0,0,0,0,1,0,0,0,0
0,4,1,21,122.06,54.7492,-119.8286,0,76,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0
0,4,1,21,96.53,53.5117,-107.6993,0,76,11,5,0,1,0,0,0,0,0,0,0,1,0,0,0
1,3,0,45,111.03,51.7102,-99.7526,0,73,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4,2,0,86,103.27,50.9464,-73.2312,0,22,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,2,0,86,28.22,45.0644,-119.8558,0,22,23,4,0,0,1,0,0,0,0,0,0,1,0,0,0
4,2,0,86,114.32,52.6172,-91.2578,0,22,21,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,2,0,43,28.65,50.3866,-102.0614,0,20,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,0,43,220.97,51.2549,-70.1659,0,20,13,5,1,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,43,129.19,53.715,-82.7808,0,20,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,0,43,11.22,54.6254,-65.037,0,20,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,0,43,44.17,54.7076,-94.7796,0,20,18,3,1,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,43,140.4,45.5556,-86.0569,0,20,9,4,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,43,4.29,48.3692,-101.514,1,20,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0
0,4,0,53,46.91,43.8204,-81.8515,0,66,10,2,0,1,0,0,0,0,0,0,1,0,0,0,0
0,4,0,53,151.42,47.555,-89.5817,0,66,8,4,0,1,0,0,0,0,0,0,0,0,0,0,1
5,4,0,101,19.39,43.7724,-67.3156,0,77,21,5,0,1,0,0,0,0,0,1,0,0,0,0,0
5,4,0,101,134.32,52.1872,-71.2157,0,77,15,6,0,1,0,0,0,0,0,0,1,0,0,0,0
5,4,0,37,94.71,48.1623,-122.5848,0,62,18,2,0,0,1,0,0,0,1,0,0,0,0,0,0
5,4,0,37,54.2,47.9994,-62.0212,0,62,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0
5,4,0,37,37.99,54.1239,-100.5326,0,62,6,4,0,0,1,0,0,0,1,0,0,0,0,0,0
